"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"1120","KD5D_",23,1,2018,"1_","23_",904,15.91,19.3,2.23,50,1,"KD5D_1_23_904","V","Mixed",3,80,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1122","KD5D_",23,1,2018,"1_","23_",906,9.69,20.42,0.97,10,1,"KD5D_1_23_906","V","HB",4,168,"VISIT3","HP32","H",32,3,3.46573590279973,5.65685424949238
"1123","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT3","SP21","S",21,3,3.04452243772342,4.58257569495584
"1124","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1125","KD5D_",23,1,2018,"3_","2_",909,21.51,17.88,3.23,103,3,"KD5D_3_2_909","V","Mixed",9,116,"VISIT3","HP14","H",14,3,2.63905732961526,3.74165738677394
"1126","KD5D_",23,1,2018,"3_","8_",910,15.36,19.25,2.64,63,2,"KD5D_3_8_910","V","Mixed",6,90,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1127","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT3","HP9","H",9,3,2.19722457733622,3
"1128","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed",9,188,"VISIT3","HP12","H",12,3,2.484906649788,3.46410161513775
"1129","KD5D_",23,1,2018,"3_","8_",913,13.26,15.11,1.06,16,1,"KD5D_3_8_913","V","Mixed",8,32,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1130","KD5D_",23,1,2018,"3_","14_",914,6.32,8.05,0.11,19,1,"KD5D_3_14_914","V","SB",7,58,"VISIT3","SP8","S",8,3,2.07944154167984,2.82842712474619
"1131","KD5D_",23,1,2018,"3_","14_",915,11.52,9.99,0.42,51,1,"KD5D_3_14_915","V","SB",3,41,"VISIT3","SP25","S",25,3,3.2188758248682,5
"1132","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1134","KD5D_",23,1,2018,"3_","14_",918,12.8,10.74,0.63,74,1,"KD5D_3_14_918","V","Mixed",6,35,"VISIT3","HP13","H",13,3,2.56494935746154,3.60555127546399
"1135","KD6D_",24,1,2018,"30_","1_",919,21.48,16.29,2.55,63,1,"KD6D_30_1_919","V","Mixed",5,72,"VISIT3","HN36","H",36,3,3.58351893845611,6
"1137","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT3","HP22","H",22,3,3.09104245335832,4.69041575982343
"1138","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT3","SP21","S",21,3,3.04452243772342,4.58257569495584
"1139","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT3","HP45","H",45,3,3.80666248977032,6.70820393249937
"1141","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB",9,49,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1142","KD6D_",24,1,2018,"28_","4_",934,14.69,11.5,1.01,73,2,"KD6D_28_4_934","V","Mixed",6,124,"VISIT3","HP30","H",30,3,3.40119738166216,5.47722557505166
"1143","KD6D_",24,1,2018,"28_","4_",935,14.04,11.91,1.06,69,2,"KD6D_28_4_935","V","Mixed",8,85,"VISIT3","HP6","H",6,3,1.79175946922805,2.44948974278318
"1144","KD6D_",24,1,2018,"28_","8_",936,20.24,18.43,3.15,103,3,"KD6D_28_8_936","V","Mixed",7,44,"VISIT3","HP12","H",12,3,2.484906649788,3.46410161513775
"1145","KD6D_",24,1,2018,"28_","8_",937,21.31,18.36,3.07,103,2,"KD6D_28_8_937","V","Mixed",6,41,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1146","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT3","SN15","S",15,3,2.70805020110221,3.87298334620742
"1147","KD6D_",24,1,2018,"28_","8_",939,21.27,17.5,3.43,109,3,"KD6D_28_8_939","V","Mixed",8,102,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1148","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT3","HP6","H",6,3,1.79175946922805,2.44948974278318
"1149","KD6D_",24,1,2018,"28_","11_",941,6.13,7.4,0.06,10,1,"KD6D_28_11_941","V","HB",5,31,"VISIT3","HP8","H",8,3,2.07944154167984,2.82842712474619
"1150","KD6D_",24,1,2018,"28_","11_",942,5.93,6.53,0.05,6,1,"KD6D_28_11_942","V","HB",8,56,"VISIT3","HP7","H",7,3,1.94591014905531,2.64575131106459
"1151","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1152","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1153","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1154","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1155","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT3","SP4","S",4,3,1.38629436111989,2
"1156","KD6D_",24,1,2018,"25_","1_",952,21.01,19.77,4.08,109,2,"KD6D_25_1_952","V","Mixed",7,102,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1157","KD6D_",24,1,2018,"25_","1_",953,20.41,18.75,3.62,68,2,"KD6D_25_1_953","V","Mixed",6,162,"VISIT3","SP2","S",2,3,0.693147180559945,1.4142135623731
"1158","KD6D_",24,1,2018,"20_","8_",959,23.54,21.1,4.2,104,3,"KD6D_20_8_959","V","HB",5,71,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1159","KD6D_",24,1,2018,"20_","8_",960,12.21,20.14,1.33,29,1,"KD6D_20_8_960","V","HB",9,43,"VISIT3","HP15","H",15,3,2.70805020110221,3.87298334620742
"1160","KD6D_",24,1,2018,"20_","8_",961,23.97,20.79,4.68,103,3,"KD6D_20_8_961","V","HB",6,17,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1161","KD6D_",24,1,2018,"20_","8_",962,24.43,21.98,4.7,106,2,"KD6D_20_8_962","V","HB",6,167,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1163","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1164","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1165","KD8_",24,1,2018,"5_","3_",966,20.39,21.53,4.11,82,2,"KD8_5_3_966","V","HB",8,133,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1167","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1168","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1169","KD8_",24,1,2018,"5_","8_",970,13.7,14.97,1.53,49,1,"KD8_5_8_970","V","HB",7,172,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1170","KD6C_",24,1,2018,"11_","5_",972,17.59,15.08,2.21,81,2,"KD6C_11_5_972","V","HB",5,105,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1172","KD6C_",24,1,2018,"11_","5_",974,16.02,13.48,1.49,78,2,"KD6C_11_5_974","V","HB",7,79,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1173","KD6C_",24,1,2018,"11_","5_",975,16.5,14.06,1.84,89,1,"KD6C_11_5_975","V","HB",4,185,"VISIT3","HP8","H",8,3,2.07944154167984,2.82842712474619
"1174","KD6C_",24,1,2018,"11_","5_",976,15.98,15.2,2.09,72,2,"KD6C_11_5_976","V","HB",4,72,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1175","KD5D_",24,1,2018,"3_","7_",977,20.55,17.99,2.99,113,2,"KD5D_3_7_977","V","HB",7,112,"VISIT3","HP13","H",13,3,2.56494935746154,3.60555127546399
"1177","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT3","HP1","H",1,3,0,1
"1178","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT3","SP12","S",12,3,2.484906649788,3.46410161513775
"1180","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT3","SP11","S",11,3,2.39789527279837,3.3166247903554
"1181","KD5C_",25,1,2018,"30_","1_",983,7.97,11.98,0.28,24,1,"KD5C_30_1_983","V","Mixed",5,93,"VISIT3","HP47","H",47,3,3.85014760171006,6.85565460040104
"1182","KD5C_",25,1,2018,"30_","1_",984,11.69,12.52,0.78,47,1,"KD5C_30_1_984","V","HB",5,78,"VISIT3","HP44","H",44,3,3.78418963391826,6.6332495807108
"1183","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT3","SN15","S",15,3,2.70805020110221,3.87298334620742
"1184","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT3","SP4","S",4,3,1.38629436111989,2
"1185","KD5C_",25,1,2018,"30_","5_",987,18.33,17.94,2.22,53,1,"KD5C_30_5_987","V","Mixed",7,122,"VISIT3","SP20","S",20,3,2.99573227355399,4.47213595499958
"1186","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed",9,96,"VISIT3","SP7","S",7,3,1.94591014905531,2.64575131106459
"1187","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT3","HP11","H",11,3,2.39789527279837,3.3166247903554
"1188","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT3","SP2","S",2,3,0.693147180559945,1.4142135623731
"1189","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1190","KD5C_",25,1,2018,"30_","7_",996,18.34,17,1.63,55,1,"KD5C_30_7_996","V","Mixed",6,189,"VISIT3","HP1","H",1,3,0,1
"1193","KD5C_",25,1,2018,"25_","8_",999,19.34,16.85,2.32,101,3,"KD5C_25_8_999","V","Mixed",8,96,"VISIT3","SP10","S",10,3,2.30258509299405,3.16227766016838
"1194","KD5C_",25,1,2018,"25_","8_",1000,19.95,17.55,2.88,112,3,"KD5C_25_8_1000","V","Mixed",6,120,"VISIT3","SP5","S",5,3,1.6094379124341,2.23606797749979
"1195","KD5C_",25,1,2018,"25_","8_",1001,19.57,17.59,2.43,80,2,"KD5C_25_8_1001","V","SB",7,54,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1196","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed",9,68,"VISIT3","SP4","S",4,3,1.38629436111989,2
"1198","KD6C_",25,1,2018,"8_","3_",1004,18.04,17,2.45,101,2,"KD6C_8_3_1004","V","Mixed",7,152,"VISIT3","HP5","H",5,3,1.6094379124341,2.23606797749979
"1200","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1201","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT3","SP3","S",3,3,1.09861228866811,1.73205080756888
"1202","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT3","HN30","H",30,3,3.40119738166216,5.47722557505166
"1203","KD5D_",25,1,2018,"3_","4_",1009,23.03,19.9,4.1,109,3,"KD5D_3_4_1009","V","HB",8,190,"VISIT3","HN95","H",95,3,4.55387689160054,9.74679434480896
"1205","KD6D_",26,1,2018,"30_","4_",1014,23.79,21.26,4.87,121,3,"KD6D_30_4_1014","V","HB",4,147,"VISIT3","HN81","H",81,3,4.39444915467244,9
"1206","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB",9,165,"VISIT3","HP41","H",41,3,3.71357206670431,6.40312423743285
"1207","KD6D_",26,1,2018,"28_","6_",1016,16.82,18.89,2.72,39,2,"KD6D_28_6_1016","V","Mixed",8,214,"VISIT3","SP1","S",1,3,0,1
"1208","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT3","HP1","H",1,3,0,1
"1209","KD6D_",26,1,2018,"28_","6_",1018,19.53,17.44,2.68,79,3,"KD6D_28_6_1018","V","HB",8,108,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1227","KD6D_",26,1,2018,"23_","10_",1036,19.48,18.24,2.38,94,2,"KD6D_23_10_1036","V","HB",7,35,"VISIT3","HP6","H",6,3,1.79175946922805,2.44948974278318
"1228","KD6D_",26,1,2018,"23_","10_",1037,19.51,17.07,2.3,88,3,"KD6D_23_10_1037","V","HB",3,13,"VISIT3","HP7","H",7,3,1.94591014905531,2.64575131106459
"1229","KD6D_",26,1,2018,"23_","10_",1038,18.54,15.24,1.94,88,2,"KD6D_23_10_1038","V","HB",8,37,"VISIT3","HP10","H",10,3,2.30258509299405,3.16227766016838
"1230","KD5D_",26,1,2018,"1_","12_",1050,14.29,12.29,0.95,24,1,"KD5D_1_12_1050","V","HB",3,7,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1231","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT3","HP8","H",8,3,2.07944154167984,2.82842712474619
"1232","KD5D_",26,1,2018,"1_","12_",1052,18.76,17.5,2.38,92,2,"KD5D_1_12_1052","V","Mixed",6,112,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1233","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1235","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1236","KD5C_",26,1,2018,"25_","3_",1056,9.28,14.54,0.82,12,1,"KD5C_25_3_1056","V","HB",7,88,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1237","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT3","HN82","H",82,3,4.40671924726425,9.05538513813742
"1238","KD5C_",26,1,2018,"25_","3_",1058,22.28,18.95,3.84,87,2,"KD5C_25_3_1058","V","HB",6,63,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1239","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT3","SP31","S",31,3,3.43398720448515,5.56776436283002
"1240","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT3","HN14","H",14,3,2.63905732961526,3.74165738677394
"1241","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT3","HN45","H",45,3,3.80666248977032,6.70820393249937
"1242","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT3","HP13","H",13,3,2.56494935746154,3.60555127546399
"1243","KD5C_",26,1,2018,"34_","2_",1069,15.61,14.64,1.8,78,3,"KD5C_34_2_1069","V","HB",5,148,"VISIT3","HP11","H",11,3,2.39789527279837,3.3166247903554
"1245","KD12B_",21,2,2018,"9_","2_",1218,20.31,18.51,3.76,103,2,"KD12B_9_2_1218","V","HB",3,50,"VISIT3","HP43","H",43,3,3.76120011569356,6.557438524302
"1246","KD12B_",21,2,2018,"9_","2_",1219,19.43,19.67,3.73,93,3,"KD12B_9_2_1219","V","Mixed",5,82,"VISIT3","HP22","H",22,3,3.09104245335832,4.69041575982343
"1247","KD12B_",21,2,2018,"7_","3_",1220,15.38,16.93,1.88,55,1,"KD12B_7_3_1220","V","HB",3,14,"VISIT3","HP3","H",3,3,1.09861228866811,1.73205080756888
"1249","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB",10,68,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1250","KD12B_",21,2,2018,"7_","4_",1223,19.2,21.28,3.49,72,1,"KD12B_7_4_1223","V","HB",3,86,"VISIT3","HP10","H",10,3,2.30258509299405,3.16227766016838
"1253","KD12B_",21,2,2018,"2_","8_",1226,20.35,19.11,3.63,98,2,"KD12B_2_8_1226","V","Mixed",5,80,"VISIT3","SP19","S",19,3,2.94443897916644,4.35889894354067
"1255","KD12B_",22,2,2018,"2_","3_",1228,19.87,17.59,2.87,100,2,"KD12B_2_3_1228","V","Mixed",3,64,"VISIT3","HN23","H",23,3,3.13549421592915,4.79583152331272
"1256","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT3","HP4","H",4,3,1.38629436111989,2
"1257","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT3","HP17","H",17,3,2.83321334405622,4.12310562561766
"1258","KD12B_",22,2,2018,"5_","5_",1231,18.71,18.41,3.21,78,3,"KD12B_5_5_1231","V","Mixed",3,133,"VISIT3","SN44","S",44,3,3.78418963391826,6.6332495807108
"1259","KD12B_",22,2,2018,"5_","5_",1232,18.26,19.26,3.22,80,3,"KD12B_5_5_1232","V","Mixed",5,67,"VISIT3","HP9","H",9,3,2.19722457733622,3
"1260","KD12B_",22,2,2018,"5_","5_",1233,18.78,19.32,3.12,72,2,"KD12B_5_5_1233","V","Mixed",3,40,"VISIT3","HP2","H",2,3,0.693147180559945,1.4142135623731
"1261","KD12B_",22,2,2018,"5_","5_",1234,16.89,17.95,2.88,68,2,"KD12B_5_5_1234","V","Mixed",3,104,"VISIT3","SN56","S",56,3,4.02535169073515,7.48331477354788
"1262","KD12B_",22,2,2018,"5_","8_",1235,16.31,16.06,2.01,75,2,"KD12B_5_8_1235","V","SB",3,34,"VISIT3","SP12","S",12,3,2.484906649788,3.46410161513775
"1267","KD12B_",23,2,2018,"2_","1_",1240,22.78,21.08,4.45,102,2,"KD12B_2_1_1240","V","SB",3,47,"VISIT3","SP2","S",2,3,0.693147180559945,1.4142135623731
"1270","KD12B_",23,2,2018,"2_","1_",1243,24.42,22.29,5.02,113,2,"KD12B_2_1_1243","V","SB",3,16,"VISIT3","SP1","S",1,3,0,1
"1429","24I_",NA,NA,2017,"46_","2_",704,14.03,17.05,1.95,46,2,"24I_46_2_704","V","HB",5,93,"VISIT4","HP4","H",4,4,1.38629436111989,2
"1430","24I_",NA,NA,2017,"46_","2_",705,18.05,17.24,3.32,81,1,"24I_46_2_705","V","HB",4,53,"VISIT4","HP35","H",35,4,3.55534806148941,5.91607978309962
"1433","24I_",NA,NA,2017,"46_","4_",708,24.36,20.48,4.38,126,3,"24I_46_4_708","V","HB",5,78,"VISIT4","HP3","H",3,4,1.09861228866811,1.73205080756888
"1436","24I_",NA,NA,2017,"46_","4_",711,16.89,17.45,2.66,67,2,"24I_46_4_711","V","Mixed",7,95,"VISIT4","HN3","H",3,4,1.09861228866811,1.73205080756888
"1437","24I_",NA,NA,2017,"46_","4_",712,12.7,16.54,2.93,46,1,"24I_46_4_712","V","SB",4,78,"VISIT4","SP19","S",19,4,2.94443897916644,4.35889894354067
"1438","24I_",NA,NA,2017,"46_","17_",719,17.19,18.9,3.11,82,2,"24I_46_17_719","V","HB",6,118,"VISIT4","HP11","H",11,4,2.39789527279837,3.3166247903554
"1440","24I_",NA,NA,2017,"46_","17_",721,19.72,17.37,2.08,31,1,"24I_46_17_721","V","HB",4,52,"VISIT4","HP8","H",8,4,2.07944154167984,2.82842712474619
"1442","24I_",NA,NA,2017,"46_","17_",723,16.32,19.86,3.04,64,1,"24I_46_17_723","V","HB",6,94,"VISIT4","HP46","H",46,4,3.8286413964891,6.78232998312527
"1443","24I_",NA,NA,2017,"46_","27_",728,17.24,15.44,2.21,69,2,"24I_46_27_728","V","Mixed",6,349,"VISIT4","SP71","S",71,4,4.26267987704132,8.42614977317636
"1445","24I_",NA,NA,2017,"46_","27_",730,17.46,14.56,1.96,52,2,"24I_46_27_730","V","HB",5,153,"VISIT4","HP31","H",31,4,3.43398720448515,5.56776436283002
"1446","24I_",NA,NA,2017,"46_","27_",731,13.27,13.86,1.29,56,1,"24I_46_27_731","V","HB",6,143,"VISIT4","HP5","H",5,4,1.6094379124341,2.23606797749979
"1448","24I_",NA,NA,2017,"46_","27_",733,16.78,16.17,2.25,67,2,"24I_46_27_733","V","Mixed",4,123,"VISIT4","HN106","H",106,4,4.66343909411207,10.295630140987
"1449","24I_",NA,NA,2017,"6_","1_",734,23.22,20.64,3.62,107,2,"24I_6_1_734","V","HB",4,26,"VISIT4","HP4","H",4,4,1.38629436111989,2
"1451","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT4","HP5","H",5,4,1.6094379124341,2.23606797749979
"1453","24I_",NA,NA,2017,"6_","1_",738,7.61,14.6,0.75,13,1,"24I_6_1_738","V","HB",6,56,"VISIT4","HP5","H",5,4,1.6094379124341,2.23606797749979
"1454","24I_",NA,NA,2017,"6_","1_",739,19.01,18.13,2.56,76,2,"24I_6_1_739","V","HB",5,42,"VISIT4","HP3","H",3,4,1.09861228866811,1.73205080756888
"1461","24I_",NA,NA,2017,"6_","12_",748,5.49,11.97,0.29,6,1,"24I_6_12_748","V","Mixed",4,41,"VISIT4","SP18","S",18,4,2.89037175789616,4.24264068711928
"1465","24I_",NA,NA,2017,"6_","26_",752,21.89,19.62,3.46,112,3,"24I_6_26_752","V","Mixed",7,75,"VISIT4","SP16","S",16,4,2.77258872223978,4
"1471","24I_",NA,NA,2017,"46_","24_",758,14.91,16.76,1.82,54,1,"24I_46_24_758","V","Mixed",5,108,"VISIT4","HP4","H",4,4,1.38629436111989,2
"1472","24I_",NA,NA,2017,"46_","24_",759,14.45,13.79,1.5,42,1,"24I_46_24_759","V","Mixed",5,43,"VISIT4","SP4","S",4,4,1.38629436111989,2
"1473","24I_",NA,NA,2017,"46_","24_",760,16.27,17.22,2.45,59,2,"24I_46_24_760","V","Mixed",6,60,"VISIT4","HP18","H",18,4,2.89037175789616,4.24264068711928
"1475","24I_",NA,NA,2017,"46_","30_",763,17.26,16.99,2.85,96,2,"24I_46_30_763","V","Mixed",7,221,"VISIT4","HP3","H",3,4,1.09861228866811,1.73205080756888
"1480","24I_",NA,NA,2017,"46_","37_",768,17.98,16.21,2.36,56,2,"24I_46_37_768","V","HB",7,223,"VISIT4","HP15","H",15,4,2.70805020110221,3.87298334620742
"1481","KD5D_",18,1,2018,"1_","15_",782,25.44,22.67,5.81,123,3,"KD5D_1_15_782","V","Mixed",14,206,"VISIT4","SP8","S",8,4,2.07944154167984,2.82842712474619
"1482","KD5D_",18,1,2018,"1_","15_",783,21.4,22.83,4.74,83,2,"KD5D_1_15_783","V","Mixed",12,262,"VISIT4","HN51","H",51,4,3.93182563272433,7.14142842854285
"1483","KD5D_",18,1,2018,"1_","15_",784,24.73,22.01,5.53,105,3,"KD5D_1_15_784","V","Mixed",9,212,"VISIT4","HP33","H",33,4,3.49650756146648,5.74456264653803
"1484","KD5D_",18,1,2018,"1_","17_",785,20.68,20.17,3.82,87,2,"KD5D_1_17_785","V","Mixed",9,126,"VISIT4","HP4","H",4,4,1.38629436111989,2
"1485","KD5D_",18,1,2018,"1_","17_",786,21.77,19.59,3.97,91,3,"KD5D_1_17_786","V","Mixed",12,213,"VISIT4","SP4","S",4,4,1.38629436111989,2
"1486","KD5D_",18,1,2018,"1_","17_",787,21.21,19.74,3.88,95,3,"KD5D_1_17_787","V","Mixed",10,129,"VISIT4","HP2","H",2,4,0.693147180559945,1.4142135623731
"1487","KD6D_",18,1,2018,"30_","9_",788,22.94,20.42,4.36,99,2,"KD6D_30_9_788","V","HB",7,184,"VISIT4","HP14","H",14,4,2.63905732961526,3.74165738677394
"1490","KD6D_",18,1,2018,"30_","9_",791,19.7,19.79,3.99,90,3,"KD6D_30_9_791","V","HB",16,200,"VISIT4","HP3","H",3,4,1.09861228866811,1.73205080756888
"1491","KD6D_",18,1,2018,"30_","9_",792,21.27,20.17,4.09,107,3,"KD6D_30_9_792","V","HB",10,147,"VISIT4","HP38","H",38,4,3.63758615972639,6.16441400296898
"1492","KD6D_",18,1,2018,"23_","5_",793,21.23,18.53,3.14,71,1,"KD6D_23_5_793","V","HB",6,199,"VISIT4","HP3","H",3,4,1.09861228866811,1.73205080756888
"1493","KD6D_",18,1,2018,"23_","5_",794,21.22,17.77,3.16,92,2,"KD6D_23_5_794","V","HB",12,111,"VISIT4","HP11","H",11,4,2.39789527279837,3.3166247903554
"1496","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT4","HP2","H",2,4,0.693147180559945,1.4142135623731
"1497","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT4","HP4","H",4,4,1.38629436111989,2
"1499","KD8_",18,1,2018,"1_","11_",800,22.07,21.19,4,93,2,"KD8_1_11_800","V","HB",12,281,"VISIT4","HP12","H",12,4,2.484906649788,3.46410161513775
