"","Species","SHOOT","Grow.con","Block","Year","Date","Row","Plant.number","Tag","DONOR","TREATMENT","SPEC.COM","FS","TVN","Pick.date","Size","Fresh.wgt","Ripe.time","POLL","seed.number","Firmness","Dryness","variable","value","poll.sp","poll.type","v.d","ord.v","log.vd","spp"
"6718","EG","F","Ground","GR12",2017,"5/4/17",14,23,"GR-V-13","V","V","HB",1,2,"21/6/17",14.8328,1.456720989,77,1,NA,206.9598163,"","Visitor2","H N 60","H","N",60,2,4.0943445622221,"B"
"6719","EG","F","Ground","SFI",2017,"8/5/17",8,23,"SF-J-42","V","V","HB",1,2,"20/7/17",NA,NA,73,1,NA,NA,"","Visitor2","H P 30","H","P",30,2,3.40119738166216,"B"
"6720","EG","F","Ground","SFI",2017,"8/5/17",8,23,"SF-J-43","V","V","HB",1,2,"20/7/17",NA,NA,73,1,NA,NA,"","Visitor2","H P 20","H","P",20,2,2.99573227355399,"B"
"6721","EG","F","Ground","SFI",2017,"8/5/17",8,28,"SF-A-14","V","V","HB",1,2,"20/7/17",NA,NA,73,1,NA,NA,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6722","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-17","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6723","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-26","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6724","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-7","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6725","EG","F","Ground","S1S",2017,"11/5/17",5,4,"S1S-J-77","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 10","H","P",10,2,2.30258509299405,"B"
"6726","EG","F","Ground","S1S",2017,"11/5/17",5,5,"S1S-A-8","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 1","H","P",1,2,0,"B"
"6727","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-22","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 31","H","P",31,2,3.43398720448515,"B"
"6728","EG","F","Ground","SFI",2017,"8/5/17",8,23,"SF-J-44","V","V","HB",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 25","H","P",25,2,3.2188758248682,"B"
"6729","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-4","V","V","HB",1,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 6","H","N",6,2,1.79175946922805,"B"
"6730","EG","F","Ground","GR12",2017,"8/4/17",14,53,"GR-W-4","V","V","HB",1,2,"14/9/17",NA,0.231,159,1,NA,NA,"","Visitor2","H N 4","H","N",4,2,1.38629436111989,"B"
"6731","EG","F","Ground","S1S",2017,"11/5/18",6,39,"R6 P39 11/5/18 (V2)","V","V","HB",1,2,"25/7/18",NA,1.47,NA,1,NA,NA,"","Visitor2","H N 62","H","N",62,2,4.12713438504509,"B"
"6732","EG","F","Ground","S1S",2018,"11/5/18",6,39,"R6 P39 11/5/18 (V2)","V","V","HB",1,2,"25/7/18",NA,1.47,NA,1,NA,NA,"","Visitor2","H N 62","H","N",62,2,4.12713438504509,"B"
"6733","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-1-2","V","V","HB",1,3,"10/8/17",NA,0.39,128,1,NA,NA,"","Visitor2","H N 4","H","N",4,2,1.38629436111989,"B"
"6734","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-6","V","V","HB",1,3,"20/7/17",NA,0.43,106,1,NA,NA,"","Visitor2","H N 24","H","N",24,2,3.17805383034795,"B"
"6735","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-10","V","V","HB",1,3,"7/9/17",NA,0.449,155,1,NA,NA,"","Visitor2","H N 17","H","N",17,2,2.83321334405622,"B"
"6736","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-50","V","V","HB",1,3,"4/8/17",NA,0.465,88,1,NA,NA,"","Visitor2","H P 15","H","P",15,2,2.70805020110221,"B"
"6737","EG","F","Ground","GR12",2017,"7/4/17",14,3,"GR-M-9","V","V","HB",1,3,"4/8/17",11.1901,0.61,119,1,NA,194.9230242,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6738","EG","F","Ground","SFI",2017,"5/5/17",7,30,"SF-A-7","V","V","HB",1,3,"4/8/17",12.5232,0.789,91,1,NA,299.0266297,"","Visitor2","H P 9","H","P",9,2,2.19722457733622,"B"
"6739","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-17","V","V","HB",1,3,"7/9/17",NA,0.852,122,1,NA,NA,"","Visitor2","H N 23","H","N",23,2,3.13549421592915,"B"
"6740","EG","F","Ground","SFI",2017,"4/5/17",8,19,"SF-A-5","V","V","HB",1,3,"25/7/17",12.1228,0.855,82,1,NA,288.7159108,"","Visitor2","H N 6","H","N",6,2,1.79175946922805,"B"
"6741","EG","F","Ground","S1S",2017,"11/5/17",5,4,"S1S-J-75","V","V","HB",1,3,"3/8/17",12.3579,0.86,84,1,NA,243.7755197,"","Visitor2","H P 10","H","P",10,2,2.30258509299405,"B"
"6742","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-18","V","V","HB",1,3,"10/8/17",12.7447,0.99,94,1,NA,269.587591,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6743","EG","F","Ground","S1S",2017,"12/5/17",4,20,"S1S-J-84","V","V","HB",1,3,"3/8/17",13.6768,1.2,83,1,NA,246.1228924,"","Visitor2","H P 5","H","P",5,2,1.6094379124341,"B"
"6744","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-J-54","V","V","HB",1,3,"4/8/17",14.7198,1.356,88,1,NA,278.7234117,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6745","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-19","V","V","HB",1,3,"4/8/17",15.1193,1.542,88,1,NA,289.90026,"","Visitor2","H N 11","H","N",11,2,2.39789527279837,"B"
"6746","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-20","V","V","HB",1,3,"4/8/17",16.0041,1.675,88,1,NA,258.1973923,"","Visitor2","H N 85","H","N",85,2,4.44265125649032,"B"
"6747","EG","F","Ground","SFI",2017,"8/5/17",6,20,"SF-A-28","V","V","HB",1,3,"4/8/17",16.4967,1.767,88,1,NA,218.2060279,"","Visitor2","H N 70","H","N",70,2,4.24849524204936,"B"
"6748","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-3","V","V","HB",1,3,"4/7/17",11.7563,0.757945287,91,1,NA,234.6037517,"","Visitor2","H N 10","H","N",10,2,2.30258509299405,"B"
"6749","EG","F","Ground","GR12",2017,"6/4/17",14,47,"GR-V-18","V","V","HB",1,3,"4/7/17",14.0854,1.286961535,89,1,NA,243.4180409,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6750","EG","F","Ground","GR12",2017,"7/4/17",14,24,"GR-V-21","V","V","HB",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 8","H","N",8,2,2.07944154167984,"B"
"6751","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-25","V","V","HB",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"6752","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-4","V","V","HB",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 25","H","N",25,2,3.2188758248682,"B"
"6753","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-51","V","V","HB",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 5","H","P",5,2,1.6094379124341,"B"
"6754","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-23","V","V","HB",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 4","H","P",4,2,1.38629436111989,"B"
"6755","EG","F","Ground","GR12",2017,"7/4/17",14,33,"GR-L-8","V","V","HB",1,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 4","H","N",4,2,1.38629436111989,"B"
"6756","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-20","V","V","HB",1,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 10","H","N",10,2,2.30258509299405,"B"
"6757","EG","F","Ground","S1S",2017,"11/5/18",6,27,"R6 P27 11/5/18 (V1)","V","V","HB",1,3,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor2","H N 81","H","N",81,2,4.39444915467244,"B"
"6758","EG","F","Ground","S1S",2017,"10/5/18",4,29,"R4 P29 10/5/18 (V4)","V","V","HB",1,3,"31/8/18",NA,0.41,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"6759","EG","F","Ground","S1S",2018,"11/5/18",6,27,"R6 P27 11/5/18 (V1)","V","V","HB",1,3,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor2","H N 81","H","N",81,2,4.39444915467244,"B"
"6760","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V4)","V","V","HB",1,3,"31/8/18",NA,0.41,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"6761","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-16","V","V","HB",1,4,"20/7/17",NA,0.75,106,1,NA,NA,"","Visitor2","H N 15","H","N",15,2,2.70805020110221,"B"
"6762","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-21","V","V","HB",1,4,"25/7/17",12.0595,0.899,82,1,NA,311.1392189,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6763","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-8","V","V","HB",1,4,"25/7/17",13.4413,0.971,111,1,NA,154.6788197,"","Visitor2","H N 15","H","N",15,2,2.70805020110221,"B"
"6764","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-1-1","V","V","HB",1,4,"26/6/17",11.9835,0.809549981,83,1,NA,210.8776531,"","Visitor2","H N 4","H","N",4,2,1.38629436111989,"B"
"6765","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-5","V","V","HB",1,4,"16/6/17",12.3875,0.901311848,72,1,NA,213.0646886,"","Visitor2","H N 13","H","N",13,2,2.56494935746154,"B"
"6766","EG","F","Ground","S1S",2017,"12/5/17",5,13,"S1S-J-81","V","V","HB",1,4,"20/7/17",NA,NA,69,1,NA,NA,"","Visitor2","H P 10","H","P",10,2,2.30258509299405,"B"
"6767","EG","F","Ground","GR12",2017,"8/4/17",14,14,"GR-M-11","V","V","HB",0,4,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 6","H","N",6,2,1.79175946922805,"B"
"6768","EG","F","Ground","GR12",2017,"5/4/17",14,23,"GR-V-12","V","V","HB",0,4,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 23","H","N",23,2,3.13549421592915,"B"
"6769","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-23","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6770","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-24","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 3","H","N",3,2,1.09861228866811,"B"
"6771","EG","F","Ground","SFI",2017,"8/5/17",6,20,"SF-A-24","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 20","H","N",20,2,2.99573227355399,"B"
"6772","EG","F","Ground","S1S",2017,"12/5/17",4,20,"S1S-J-83","V","V","HB",1,5,"10/8/17",13.6506,1.16,90,1,NA,282.4359718,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6773","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-22","V","V","HB",1,5,"20/7/17",15.574,1.59,77,1,NA,226.4374167,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6774","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-21","V","V","HB",1,5,"4/8/17",16.6651,1.901,88,1,NA,204.0398802,"","Visitor2","H P 10","H","P",10,2,2.30258509299405,"B"
"6775","EG","F","Ground","SFI",2017,"4/5/17",8,10,"SF-L-2","V","V","HB",1,5,"13/7/17",16.8627,2.129,70,1,NA,208.7794831,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6776","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-2","V","V","HB",1,5,"16/6/17",13.1192,1.067505308,73,1,NA,244.5688938,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6777","EG","F","Ground","SFI",2017,"4/5/17",8,30,"SF-A-4","V","V","HB",1,5,"20/7/17",NA,NA,77,1,NA,NA,"","Visitor2","H N 6","H","N",6,2,1.79175946922805,"B"
"6778","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-2-3","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6779","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-9","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"6780","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-15","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
"6781","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-49","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H P 1","H","P",1,2,0,"B"
"6782","EG","F","Ground","SFI",2017,"8/5/17",6,31,"SF-J-48","V","V","HB",1,5,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 10","H","N",10,2,2.30258509299405,"B"
"6783","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V3)","V","V","HB",1,5,"16/8/18",NA,0.69,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6784","EG","F","Ground","S1S",2017,"9/5/18",2,21,"R2 P21 9/5/18 (V2)","V","V","HB",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6785","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V3)","V","V","HB",1,5,"16/8/18",NA,0.69,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6786","EG","F","Ground","S1S",2018,"9/5/18",2,21,"R2 P21 9/5/18 (V2)","V","V","HB",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6787","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6788","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"6789","EG","F","Ground","S1S",2018,"9/5/18",2,21,"R2 P219/5/18 (V1)","V","V","HB",1,15,"25/7/18",NA,1.86,NA,1,NA,NA,"","Visitor2","H N 9","H","N",9,2,2.19722457733622,"B"
"7041","EG","F","Ground","S1S",2017,"16/5/18",4,24,"Juan-9","V","V","MX",1,2,"6/8/18",NA,1.56,NA,1,NA,NA,"","Visitor2","S P 118","S","P",118,2,4.77068462446567,"B"
"7042","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V4)","V","V","MX",1,2,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor2","H N 15","H","N",15,2,2.70805020110221,"B"
"7043","EG","F","Ground","S1S",2017,"15/5/18",6,31,"Juan-6","V","V","MX",1,2,"6/8/18",NA,1.92,NA,1,NA,NA,"","Visitor2","H N 10","H","N",10,2,2.30258509299405,"B"
"7044","EG","F","Ground","S1S",2017,"15/5/18",6,31,"Juan-5","V","V","MX",1,2,"6/8/18",NA,2,NA,1,NA,NA,"","Visitor2","H N 25","H","N",25,2,3.2188758248682,"B"
"7045","EG","F","Ground","S1S",2017,"16/5/18",4,17,"R4 P17 16/5/18 (V3)","V","V","MX",1,2,"31/8/18",NA,0.43,NA,1,NA,NA,"","Visitor2","S P 8","S","P",8,2,2.07944154167984,"B"
"7046","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-22","V","V","MX",0,2,NA,NA,NA,NA,1,NA,NA,"","Visitor2","S N 3","S","N",3,2,1.09861228866811,"B"
"7047","EG","F","Ground","S1S",2018,"16/5/18",4,24,"Juan-9","V","V","MX",1,2,"6/8/18",NA,1.56,NA,1,NA,NA,"","Visitor2","S P 118","S","P",118,2,4.77068462446567,"B"
"7048","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V4)","V","V","MX",1,2,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor2","H N 15","H","N",15,2,2.70805020110221,"B"
"7049","EG","F","Ground","S1S",2018,"15/5/18",6,31,"Juan-6","V","V","MX",1,2,"6/8/18",NA,1.92,NA,1,NA,NA,"","Visitor2","H N 10","H","N",10,2,2.30258509299405,"B"
"7050","EG","F","Ground","S1S",2018,"15/5/18",6,31,"Juan-5","V","V","MX",1,2,"6/8/18",NA,2,NA,1,NA,NA,"","Visitor2","H N 25","H","N",25,2,3.2188758248682,"B"
"7051","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V3)","V","V","MX",1,2,"31/8/18",NA,0.43,NA,1,NA,NA,"","Visitor2","S P 8","S","P",8,2,2.07944154167984,"B"
"7052","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-22","V","V","MX",0,2,"",NA,NA,NA,1,NA,NA,"","Visitor2","S N 3","S","N",3,2,1.09861228866811,"B"
"7053","EG","F","Ground","S1S",2017,"16/5/18",4,24,"Juan-10","V","V","MX",1,3,"25/7/18",NA,0.77,NA,1,NA,NA,"","Visitor2","H N 12","H","N",12,2,2.484906649788,"B"
"7054","EG","F","Ground","S1S",2017,"14/5/18",2,22,"R2 P22 14/5/18 (V1)","V","V","MX",1,3,"6/8/18",NA,1.43,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"7055","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-16","V","V","MX",1,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","S P 11","S","P",11,2,2.39789527279837,"B"
"7056","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-12","V","V","MX",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","H N 74","H","N",74,2,4.30406509320417,"B"
"7057","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-17","V","V","MX",0,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","S P 15","S","P",15,2,2.70805020110221,"B"
"7058","EG","F","Ground","S1S",2018,"16/5/18",4,24,"Juan-10","V","V","MX",1,3,"25/7/18",NA,0.77,NA,1,NA,NA,"","Visitor2","H N 12","H","N",12,2,2.484906649788,"B"
"7059","EG","F","Ground","S1S",2018,"14/5/18",2,22,"R2 P22 14/5/18 (V1)","V","V","MX",1,3,"6/8/18",NA,1.43,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"7060","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-16","V","V","MX",1,3,NA,NA,NA,NA,1,NA,NA,"","Visitor2","S P 11","S","P",11,2,2.39789527279837,"B"
"7061","EG","F","Ground","S1S",2018,"17/5/18",2,52,"Juan-12","V","V","MX",0,3,"",NA,NA,NA,1,NA,NA,"","Visitor2","H N 74","H","N",74,2,4.30406509320417,"B"
"7062","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-17","V","V","MX",0,3,"",NA,NA,NA,1,NA,NA,"","Visitor2","S P 15","S","P",15,2,2.70805020110221,"B"
"7063","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V4.1)","V","V","MX",1,4,"6/8/18",NA,0.65,NA,1,NA,NA,"","Visitor2","H N 13","H","N",13,2,2.56494935746154,"B"
"7064","EG","F","Ground","S1S",2018,"16/5/18",4,19,"R4 P19 16/5/18 (V4.1)","V","V","MX",1,4,"6/8/18",NA,0.65,NA,1,NA,NA,"","Visitor2","H N 13","H","N",13,2,2.56494935746154,"B"
"7065","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V2)","V","V","MX",1,5,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor2","S N 55","S","N",55,2,4.00733318523247,"B"
"7066","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V4)","V","V","MX",1,5,"6/8/18",NA,1.57,NA,1,NA,NA,"","Visitor2","S P 36","S","P",36,2,3.58351893845611,"B"
"7067","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V3)","V","V","MX",1,5,"6/8/18",NA,1.7,NA,1,NA,NA,"","Visitor2","S P 67","S","P",67,2,4.20469261939097,"B"
"7068","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V5)","V","V","MX",1,5,"16/8/18",NA,0.7,NA,1,NA,NA,"","Visitor2","H N 2","H","N",2,2,0.693147180559945,"B"
"7069","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V1)","V","V","MX",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor2","S P 41","S","P",41,2,3.71357206670431,"B"
"7070","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V2)","V","V","MX",1,5,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor2","S N 55","S","N",55,2,4.00733318523247,"B"
"7071","EG","F","Ground","S1S",2018,"15/5/18",6,39,"R6 P39 15/5/18 (V4)","V","V","MX",1,5,"6/8/18",NA,1.57,NA,1,NA,NA,"","Visitor2","S P 36","S","P",36,2,3.58351893845611,"B"
"7072","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V3)","V","V","MX",1,5,"6/8/18",NA,1.7,NA,1,NA,NA,"","Visitor2","S P 67","S","P",67,2,4.20469261939097,"B"
"7073","EG","F","Ground","S1S",2018,"15/5/18",6,39,"R6 P39 15/5/18 (V5)","V","V","MX",1,5,"16/8/18",NA,0.7,NA,1,NA,NA,"","Visitor2","H N 2","H","N",2,2,0.693147180559945,"B"
"7074","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V1)","V","V","MX",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor2","S P 41","S","P",41,2,3.71357206670431,"B"
"7075","EG","F","Ground","S1S",2017,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,1,NA,NA,"","Visitor2","S N 87","S","N",87,2,4.46590811865458,"B"
"7076","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,1,NA,NA,"","Visitor2","S P 5","S","P",5,2,1.6094379124341,"B"
"7077","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor2","S P 83","S","P",83,2,4.4188406077966,"B"
"7078","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor2","S N 33","S","N",33,2,3.49650756146648,"B"
"7079","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,1,NA,NA,"","Visitor2","S N 87","S","N",87,2,4.46590811865458,"B"
"7080","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,1,NA,NA,"","Visitor2","S P 5","S","P",5,2,1.6094379124341,"B"
"7081","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor2","S P 83","S","P",83,2,4.4188406077966,"B"
"7082","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor2","S N 33","S","N",33,2,3.49650756146648,"B"
"7083","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"7084","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor2","H N 8 ","H","N",8,2,2.07944154167984,"B"
"7085","EG","F","Ground","S1S",2017,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor2","S P 113","S","P",113,2,4.72738781871234,"B"
"7086","EG","F","Ground","S1S",2017,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor2","H N 7","H","N",7,2,1.94591014905531,"B"
"7087","EG","F","Ground","S1S",2017,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor2","H N 19","H","N",19,2,2.94443897916644,"B"
"7088","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor2","H N 18","H","N",18,2,2.89037175789616,"B"
"7089","EG","F","Ground","S1S",2017,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor2","S N 8","S","N",8,2,2.07944154167984,"B"
"7090","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor2","H N 89","H","N",89,2,4.48863636973214,"B"
"7091","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor2","S N 27","S","N",27,2,3.29583686600433,"B"
"7092","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor2","H N 1","H","N",1,2,0,"B"
"7093","EG","F","Ground","S1S",2017,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor2","S N 1","S","N",1,2,0,"B"
"7094","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor2","H N 5","H","N",5,2,1.6094379124341,"B"
