"","Species","SHOOT","Grow.con","Block","Year","Date","Row","Plant.number","Tag","DONOR","TREATMENT","SPEC.COM","FS","TVN","Pick.date","Size","Fresh.wgt","Ripe.time","POLL","seed.number","Firmness","Dryness","variable","value","poll.sp","poll.type","v.d","ord.v","log.vd","spp"
"13757","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor3","H N 7","H","N",7,3,1.94591014905531,"B"
"13758","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor3","H P 1","H","P",1,3,0,"B"
"13759","EG","F","Ground","S1S",2017,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13760","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor3","H N 11","H","N",11,3,2.39789527279837,"B"
"13761","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor3","H N 41","H","N",41,3,3.71357206670431,"B"
"13762","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor3","H N 2","H","N",2,3,0.693147180559945,"B"
"13763","EG","F","Ground","S1S",2018,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor3","S P 109","S","P",109,3,4.69134788222914,"B"
"13764","EG","F","Ground","S1S",2018,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor3","H N 11","H","N",11,3,2.39789527279837,"B"
"13765","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor3","H N 15","H","N",15,3,2.70805020110221,"B"
"13766","EG","F","Ground","S1S",2018,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor3","H N 10","H","N",10,3,2.30258509299405,"B"
"13767","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor3","S P 95","S","P",95,3,4.55387689160054,"B"
"13768","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor3","S P 123","S","P",123,3,4.81218435537242,"B"
"13769","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor3","H N 7","H","N",7,3,1.94591014905531,"B"
"13770","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor3","H P 1","H","P",1,3,0,"B"
"13771","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13772","EG","F","Ground","S1S",2018,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor3","H N 11","H","N",11,3,2.39789527279837,"B"
"13773","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor3","S P 84","S","P",84,3,4.43081679884331,"B"
"13774","EG","F","Ground","S1S",2017,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor3","H N 20","H","N",20,3,2.99573227355399,"B"
"13775","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13776","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13777","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor3","S P 84","S","P",84,3,4.43081679884331,"B"
"13778","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor3","H N 20","H","N",20,3,2.99573227355399,"B"
"13779","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13780","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13781","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor3","S P 90","S","P",90,3,4.49980967033027,"B"
"13782","EG","F","Ground","S1S",2017,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor3","H N 2","H","N",2,3,0.693147180559945,"B"
"13783","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor3","S N 10","S","N",10,3,2.30258509299405,"B"
"13784","EG","F","Ground","S1S",2017,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor3","H N 13","H","N",13,3,2.56494935746154,"B"
"13785","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor3","S P 90","S","P",90,3,4.49980967033027,"B"
"13786","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor3","H N 2","H","N",2,3,0.693147180559945,"B"
"13787","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor3","S N 10","S","N",10,3,2.30258509299405,"B"
"13788","EG","F","Ground","S1S",2018,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor3","H N 13","H","N",13,3,2.56494935746154,"B"
"13789","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18(V2)","V","V","MX",1,10,"25/7/18",NA,1.89,NA,1,NA,NA,"","Visitor3","H N 11","H","N",11,3,2.39789527279837,"B"
"13790","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-4","V","V","MX",1,10,"6/8/18",NA,1.19,NA,1,NA,NA,"","Visitor3","S P 2","S","P",2,3,0.693147180559945,"B"
"13791","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V2)","V","V","MX",1,11,"25/7/18",NA,1.47,NA,1,NA,NA,"","Visitor3","S N 33","S","N",33,3,3.49650756146648,"B"
"13792","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V3)","V","V","MX",1,11,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor3","S P 49","S","P",49,3,3.89182029811063,"B"
"13793","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V1)","V","V","MX",1,11,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor3","S N 20","S","N",20,3,2.99573227355399,"B"
"13794","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V2)","V","V","MX",1,12,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor3","H N 31","H","N",31,3,3.43398720448515,"B"
"13795","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-20","V","V","MX",1,12,"31/8/18",NA,0.52,NA,1,NA,NA,"","Visitor3","S P 51","S","P",51,3,3.93182563272433,"B"
"13796","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-19","V","V","MX",1,14,"6/8/18",NA,1.73,NA,1,NA,NA,"","Visitor3","S P 23","S","P",23,3,3.13549421592915,"B"
"13797","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V1)","V","V","MX",1,14,"25/7/18",NA,1.77,NA,1,NA,NA,"","Visitor3","H N 2","H","N",2,3,0.693147180559945,"B"
"13798","EG","F","Ground","S1S",2018,"14/5/18",2,22,"R2 P22 14/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,0.91,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13799","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.85,NA,1,NA,NA,"","Visitor3","S P 103","S","P",103,3,4.63472898822964,"B"
"13800","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.94,NA,1,NA,NA,"","Visitor3","S N 34","S","N",34,3,3.52636052461616,"B"
"13801","EG","F","Ground","S1S",2018,"11/5/18",6,23,"R6 P23 11/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor3","S P 143","S","P",143,3,4.96284463025991,"B"
"13802","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V5)","V","V","MX",1,15,"6/8/18",NA,1.99,NA,1,NA,NA,"","Visitor3","H P 20","H","P",20,3,2.99573227355399,"B"
"13803","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V1)","V","V","MX",1,15,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor3","H N 1","H","N",1,3,0,"B"
"13804","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-3","V","V","MX",1,15,"6/8/18",NA,1.66,NA,1,NA,NA,"","Visitor3","S P 55","S","P",55,3,4.00733318523247,"B"
"13805","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V1)","V","V","MX",0,15,"",NA,NA,NA,1,NA,NA,"","Visitor3","H N 13","H","N",13,3,2.56494935746154,"B"
"17307","EG","F","Ground","S1S",2017,"15/5/17",5,8,"S1S-R-1","V","V","SB",1,3,"26/9/17",7.603,0.35,134,1,NA,181.13,"","Visitor3","S P 2","S","P",2,3,0.693147180559945,"B"
"17308","EG","F","Ground","S1S",2017,"11/5/17",5,8,"S1S-LK-6","V","V","SB",1,3,"7/9/17",NA,0.477,119,1,NA,NA,"","Visitor3","S N 2","S","N",2,3,0.693147180559945,"B"
"17309","EG","F","Ground","S1S",2017,"11/5/17",4,4,"S1S-LK-7","V","V","SB",1,3,"20/7/17",15.819,1.18,70,1,NA,190.3680561,"","Visitor3","S P 60","S","P",60,3,4.0943445622221,"B"
"17310","EG","F","Ground","S1S",2017,"11/5/17",6,11,"S1S-A-1","V","V","SB",1,3,"20/7/17",13.8767,1.25,70,1,NA,250.1168486,"","Visitor3","S P 33","S","P",33,3,3.49650756146648,"B"
"17311","EG","F","Ground","SFI",2017,"2/5/17",9,15,"SF-A-3","V","V","SB",1,3,"13/7/17",16.2935,1.691,72,1,NA,280.3997563,"","Visitor3","S N 56","S","N",56,3,4.02535169073515,"B"
"17312","EG","F","Ground","S1S",2017,"11/5/17",4,4,"S1S-LK-9","V","V","SB",1,4,"25/7/17",17.1646,1.853,75,1,NA,211.3181669,"","Visitor3","S P 53","S","P",53,3,3.97029191355212,"B"
"17313","EG","F","Ground","S1S",2017,"16/5/17",5,17,"S1S-A-12","V","V","SB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor3","S N 6","S","N",6,3,1.79175946922805,"B"
"17314","EG","F","Ground","S1S",2017,"15/5/17",5,24,"S1S-J-90","V","V","SB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor3","S N 30","S","N",30,3,3.40119738166216,"B"
"17315","EG","F","Ground","S1S",2017,"16/5/17",5,17,"S1S-A-11","V","V","SB",1,5,"26/9/17",9.301,0.444,133,1,NA,202.18,"","Visitor3","S P 20","S","P",20,3,2.99573227355399,"B"
"17316","EG","F","Ground","S1S",2017,"16/5/17",5,13,"S1S-J-96","V","V","SB",1,5,"4/8/17",12.8954,0.929,80,1,NA,272.0708686,"","Visitor3","S P 30","S","P",30,3,3.40119738166216,"B"
"17317","EG","F","Ground","S1S",2017,"11/5/17",6,11,"S1S-A-2","V","V","SB",1,5,"20/7/17",13.4333,1.25,70,1,NA,306.9913069,"","Visitor3","S P 32","S","P",32,3,3.46573590279973,"B"
"17318","EG","F","Ground","S1S",2017,"11/5/17",4,4,"S1S-LK-8","V","V","SB",1,5,"20/7/17",16.728,1.87,70,1,NA,194.4306442,"","Visitor3","S N 60","S","N",60,3,4.0943445622221,"B"
"17319","EG","F","Ground","S1S",2017,"11/5/17",5,8,"S1S-LK-4","V","V","SB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor3","S P 40","S","P",40,3,3.68887945411394,"B"
"17320","EG","F","Ground","S1S",2017,"15/5/17",5,24,"S1S-J-91","V","V","SB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor3","S N 3","S","N",3,3,1.09861228866811,"B"
"20093","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-16","V","V","HB",1,4,"20/7/17",NA,0.75,106,1,NA,NA,"","Visitor4","H N 12","H","N",12,4,2.484906649788,"B"
"20094","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-21","V","V","HB",1,4,"25/7/17",12.0595,0.899,82,1,NA,311.1392189,"","Visitor4","H P 5","H","P",5,4,1.6094379124341,"B"
"20095","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-8","V","V","HB",1,4,"25/7/17",13.4413,0.971,111,1,NA,154.6788197,"","Visitor4","H N 5","H","N",5,4,1.6094379124341,"B"
"20096","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-1-1","V","V","HB",1,4,"26/6/17",11.9835,0.809549981,83,1,NA,210.8776531,"","Visitor4","H N 29","H","N",29,4,3.36729582998647,"B"
"20097","EG","F","Ground","GR12",2017,"5/4/17",14,35,"GR-M-5","V","V","HB",1,4,"16/6/17",12.3875,0.901311848,72,1,NA,213.0646886,"","Visitor4","H N 8","H","N",8,4,2.07944154167984,"B"
"20098","EG","F","Ground","S1S",2017,"12/5/17",5,13,"S1S-J-81","V","V","HB",1,4,"20/7/17",NA,NA,69,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20099","EG","F","Ground","GR12",2017,"8/4/17",14,14,"GR-M-11","V","V","HB",0,4,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 21","H","N",21,4,3.04452243772342,"B"
"20100","EG","F","Ground","GR12",2017,"5/4/17",14,23,"GR-V-12","V","V","HB",0,4,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 29","H","N",29,4,3.36729582998647,"B"
"20101","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-23","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 4","H","N",4,4,1.38629436111989,"B"
"20102","EG","F","Ground","GR12",2017,"7/4/17",14,31,"GR-V-24","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 29","H","N",29,4,3.36729582998647,"B"
"20103","EG","F","Ground","SFI",2017,"8/5/17",6,20,"SF-A-24","V","V","HB",1,4,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20104","EG","F","Ground","S1S",2017,"12/5/17",4,20,"S1S-J-83","V","V","HB",1,5,"10/8/17",13.6506,1.16,90,1,NA,282.4359718,"","Visitor4","H N 2","H","N",2,4,0.693147180559945,"B"
"20105","EG","F","Ground","SFI",2017,"4/5/17",8,16,"SF-J-22","V","V","HB",1,5,"20/7/17",15.574,1.59,77,1,NA,226.4374167,"","Visitor4","H P 5","H","P",5,4,1.6094379124341,"B"
"20106","EG","F","Ground","SFI",2017,"8/5/17",6,18,"SF-A-21","V","V","HB",1,5,"4/8/17",16.6651,1.901,88,1,NA,204.0398802,"","Visitor4","H N 7","H","N",7,4,1.94591014905531,"B"
"20107","EG","F","Ground","SFI",2017,"4/5/17",8,10,"SF-L-2","V","V","HB",1,5,"13/7/17",16.8627,2.129,70,1,NA,208.7794831,"","Visitor4","H N 9","H","N",9,4,2.19722457733622,"B"
"20108","EG","F","Ground","GR12",2017,"4/4/17",14,17,"GR-L-2","V","V","HB",1,5,"16/6/17",13.1192,1.067505308,73,1,NA,244.5688938,"","Visitor4","H N 4","H","N",4,4,1.38629436111989,"B"
"20109","EG","F","Ground","SFI",2017,"4/5/17",8,30,"SF-A-4","V","V","HB",1,5,"20/7/17",NA,NA,77,1,NA,NA,"","Visitor4","H N 10","H","N",10,4,2.30258509299405,"B"
"20110","EG","F","Ground","GR12",2017,"4/4/17",14,12,"GR-V-2-3","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 6","H","N",6,4,1.79175946922805,"B"
"20111","EG","F","Ground","GR12",2017,"5/4/17",14,22,"GR-V-9","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 3","H","N",3,4,1.09861228866811,"B"
"20112","EG","F","Ground","GR12",2017,"5/4/17",14,31,"GR-V-15","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 7","H","N",7,4,1.94591014905531,"B"
"20113","EG","F","Ground","SFI",2017,"8/5/17",5,24,"SF-J-49","V","V","HB",0,5,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H P 10","H","P",10,4,2.30258509299405,"B"
"20114","EG","F","Ground","SFI",2017,"8/5/17",6,31,"SF-J-48","V","V","HB",1,5,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 10","H","N",10,4,2.30258509299405,"B"
"20115","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V3)","V","V","HB",1,5,"16/8/18",NA,0.69,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20116","EG","F","Ground","S1S",2017,"9/5/18",2,21,"R2 P21 9/5/18 (V2)","V","V","HB",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor4","H N 18","H","N",18,4,2.89037175789616,"B"
"20117","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V3)","V","V","HB",1,5,"16/8/18",NA,0.69,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20118","EG","F","Ground","S1S",2018,"9/5/18",2,21,"R2 P21 9/5/18 (V2)","V","V","HB",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor4","H N 18","H","N",18,4,2.89037175789616,"B"
"20119","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20120","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20121","EG","F","Ground","S1S",2018,"9/5/18",2,21,"R2 P219/5/18 (V1)","V","V","HB",1,15,"25/7/18",NA,1.86,NA,1,NA,NA,"","Visitor4","H N 1","H","N",1,4,0,"B"
"20395","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V4.1)","V","V","MX",1,4,"6/8/18",NA,0.65,NA,1,NA,NA,"","Visitor4","H N 54","H","N",54,4,3.98898404656427,"B"
"20396","EG","F","Ground","S1S",2018,"16/5/18",4,19,"R4 P19 16/5/18 (V4.1)","V","V","MX",1,4,"6/8/18",NA,0.65,NA,1,NA,NA,"","Visitor4","H N 54","H","N",54,4,3.98898404656427,"B"
"20397","EG","F","Ground","S1S",2017,"10/5/18",4,28,"R4 P28 10/5/18 (V2)","V","V","MX",1,5,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor4","H N 14","H","N",14,4,2.63905732961526,"B"
"20398","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V4)","V","V","MX",1,5,"6/8/18",NA,1.57,NA,1,NA,NA,"","Visitor4","S N 144","S","N",144,4,4.969813299576,"B"
"20399","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V3)","V","V","MX",1,5,"6/8/18",NA,1.7,NA,1,NA,NA,"","Visitor4","H N 11","H","N",11,4,2.39789527279837,"B"
"20400","EG","F","Ground","S1S",2017,"15/5/18",6,39,"R6 P39 15/5/18 (V5)","V","V","MX",1,5,"16/8/18",NA,0.7,NA,1,NA,NA,"","Visitor4","S N 43","S","N",43,4,3.76120011569356,"B"
"20401","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V1)","V","V","MX",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor4","S P 42","S","P",42,4,3.73766961828337,"B"
"20402","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V2)","V","V","MX",1,5,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor4","H N 14","H","N",14,4,2.63905732961526,"B"
"20403","EG","F","Ground","S1S",2018,"15/5/18",6,39,"R6 P39 15/5/18 (V4)","V","V","MX",1,5,"6/8/18",NA,1.57,NA,1,NA,NA,"","Visitor4","S N 144","S","N",144,4,4.969813299576,"B"
"20404","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V3)","V","V","MX",1,5,"6/8/18",NA,1.7,NA,1,NA,NA,"","Visitor4","H N 11","H","N",11,4,2.39789527279837,"B"
"20405","EG","F","Ground","S1S",2018,"15/5/18",6,39,"R6 P39 15/5/18 (V5)","V","V","MX",1,5,"16/8/18",NA,0.7,NA,1,NA,NA,"","Visitor4","S N 43","S","N",43,4,3.76120011569356,"B"
"20406","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V1)","V","V","MX",1,5,"",NA,NA,NA,1,NA,NA,"","Visitor4","S P 42","S","P",42,4,3.73766961828337,"B"
"20407","EG","F","Ground","S1S",2017,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,1,NA,NA,"","Visitor4","H P 99","H","P",99,4,4.59511985013459,"B"
"20408","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,1,NA,NA,"","Visitor4","S P 41","S","P",41,4,3.71357206670431,"B"
"20409","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor4","S P 93","S","P",93,4,4.53259949315326,"B"
"20410","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor4","S N 17","S","N",17,4,2.83321334405622,"B"
"20411","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,1,NA,NA,"","Visitor4","H P 99","H","P",99,4,4.59511985013459,"B"
"20412","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,1,NA,NA,"","Visitor4","S P 41","S","P",41,4,3.71357206670431,"B"
"20413","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor4","S P 93","S","P",93,4,4.53259949315326,"B"
"20414","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor4","S N 17","S","N",17,4,2.83321334405622,"B"
"20415","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor4","S P 16","S","P",16,4,2.77258872223978,"B"
"20416","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor4","S P 78","S","P",78,4,4.35670882668959,"B"
"20417","EG","F","Ground","S1S",2017,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor4","H N 30","H","N",30,4,3.40119738166216,"B"
"20418","EG","F","Ground","S1S",2017,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor4","S P 127","S","P",127,4,4.84418708645859,"B"
"20419","EG","F","Ground","S1S",2017,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor4","H N 19","H","N",19,4,2.94443897916644,"B"
"20420","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor4","S P 138","S","P",138,4,4.92725368515721,"B"
"20421","EG","F","Ground","S1S",2017,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor4","S P 19","S","P",19,4,2.94443897916644,"B"
"20422","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor4","S P 19","S","P",19,4,2.94443897916644,"B"
"20423","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor4","H P 8","H","P",8,4,2.07944154167984,"B"
"20424","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor4","S P 9","S","P",9,4,2.19722457733622,"B"
"20425","EG","F","Ground","S1S",2017,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor4","H P 12","H","P",12,4,2.484906649788,"B"
