Species,SHOOT,Grow.con,Block,Year,Date,Row,Plant number,Tag,DONOR,TREATMENT,SPEC.COM,FS,TVN,Pick.date,Size,Fresh.wgt,Ripe.time,Visitor1,Visitor2,Visitor3,Visitor4,Visitor5,Visitor6,Visitor7,Visitor8,Visitor9,Visitor10,Visitor11,Visitor12,Visitor13,Visitor14,Visitor15,POLL,seed number,Firmness
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-751,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-752,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-753,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-754,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-755,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-756,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-757,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-758,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-759,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-760,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-761,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-762,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-763,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-764,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-765,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-766,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-767,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-768,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-769,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-770,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-771,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,20,S1S920-772,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-791,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-792,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-793,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-794,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-795,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-796,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-797,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-798,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-799,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-800,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-801,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-802,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-803,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-804,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-805,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-806,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-807,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-808,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-809,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-810,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-811,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-812,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-813,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-814,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-815,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-816,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-817,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-818,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-819,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-820,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-821,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,9,26,S1S926-822,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-832,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-833,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-834,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-835,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-836,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-837,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-838,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,18,S1S1018-839,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-860,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-861,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-862,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-863,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-864,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-865,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-866,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-867,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-868,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-869,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-870,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-871,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-872,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-873,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,20,S1S1020-874,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-889,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-890,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-891,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-892,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-893,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-894,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-895,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-896,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-897,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-898,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-899,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-900,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-901,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-902,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-903,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-904,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-905,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-906,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-907,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-908,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-909,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-910,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-911,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-912,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-913,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-914,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-915,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,F,Ground,S1S,2017,15/5/17,10,21,S1S1021-916,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,53,S1S653-724,UP,UP,NA,1,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,53,S1S653-725,UP,UP,NA,1,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,53,S1S653-726,UP,UP,NA,1,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-547,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-548,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-549,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-550,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-551,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-552,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-553,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-554,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-555,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-556,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-557,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-558,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-559,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-560,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-561,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-562,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-563,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-564,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-565,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-566,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-567,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-568,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-569,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-570,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-571,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-572,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,23,S1S623-573,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-594,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-595,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-596,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-597,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-598,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-599,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-600,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-601,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-602,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-603,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-604,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-605,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-606,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-607,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-608,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-609,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-610,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-611,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-612,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-613,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-614,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-615,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-616,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-617,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-618,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-619,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,24,S1S624-620,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-633,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-634,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-635,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-636,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-637,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-638,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
EG,P,Ground,S1S,2017,15/5/17,6,36,S1S636-639,UP,UP,NA,0,0,NA,NA,NA,NA,,,,,,,,,,,,,,,,0,NA,NA
